Email,Result,Valid,Is_Role,Is_Disposable,Is_Free,Delivery_Confidence
wickedJimmy@ntlworld.com,neutral,true,false,false,false,52
itchyPhilip@hotmail.co.uk,neutral,true,false,false,true,53
comfortableCole@msn.com,neutral,true,false,false,true,53
confusedMarco@optusnet.com.au,neutral,true,false,false,true,49
modernKarl89@yahoo.com.ar,neutral,true,false,false,true,53
Erinenergetic@yahoo.co.uk,neutral,true,false,false,true,48
frailMatthew@bigpond.com,neutral,true,false,false,true,49
kindTommy@yahoo.com.ar,neutral,true,false,false,true,49
breakableMaurice73@hotmail.fr,neutral,true,false,false,true,52
pleasantGabriel15@bluewin.ch,neutral,true,false,false,false,50
Veronicaagreeable@frontiernet.net,neutral,true,false,false,true,49
splendidTeresa@yahoo.de,neutral,true,false,false,true,50
Kristopheritchy@yahoo.it,neutral,true,false,false,true,53
jollyStacy@zonnet.nl,neutral,true,false,false,true,52
goodAndres@yahoo.com.sg,neutral,true,false,false,true,53
anxiousCassandra@windstream.net,neutral,true,false,false,true,52
Ronaldannoyed@orange.fr,neutral,true,false,false,true,51
lovelyAmber@msn.com,neutral,true,false,false,true,52
enchantingTyrone@sky.com,neutral,true,false,false,true,53
homelessAlan81@gmx.net,neutral,true,false,false,true,52
grumpyJulia@mac.com,neutral,true,false,false,true,48
cruelWesley49@ymail.com,neutral,true,false,false,true,48
vastKenneth@yahoo.com.sg,neutral,true,false,false,true,49
Kristitough@freenet.de,neutral,true,false,false,true,52
creepyJuan@msn.com,neutral,true,false,false,true,49
naughtyLindsey29@voila.fr,neutral,true,false,false,false,48
powerfulCody@t-online.de,neutral,true,false,false,true,53
gorgeousKatelyn@yahoo.com.sg,neutral,true,false,false,true,51
Tanyaobnoxious@telenet.be,neutral,true,false,false,false,49
scaryKrista@frontiernet.net,neutral,true,false,false,true,48
Taravast@yahoo.co.jp,neutral,true,false,false,true,48
shyEvan47@yandex.ru,neutral,true,false,false,true,50
worriedOlivia@hotmail.com,neutral,true,false,false,true,49
zealousRandi@rambler.ru,neutral,true,false,false,true,52
puzzledJaime55@att.net,neutral,true,false,false,true,53
lightPriscilla@live.com.au,neutral,true,false,false,true,50
uptightIan@free.fr,neutral,true,false,false,true,53
clearRuben15@shaw.ca,neutral,true,false,false,false,53
realAndres62@ymail.com,neutral,true,false,false,true,50
Levivivacious@yahoo.co.in,neutral,true,false,false,true,50
Rickybrave@aim.com,neutral,true,false,false,true,53
frightenedBlake21@uol.com.br,neutral,true,false,false,true,49
Evandark@tin.it,neutral,true,false,false,false,50
wickedPamela63@ymail.com,neutral,true,false,false,true,53
Kyleclumsy@yahoo.ca,neutral,true,false,false,true,53
expensiveCameron89@live.fr,neutral,true,false,false,true,49
breakableDeborah76@tiscali.co.uk,neutral,true,false,false,true,49
stupidNina22@ig.com.br,neutral,true,false,false,true,48
lonelyColleen5@bol.com.br,neutral,true,false,false,true,51
Clintonlight@web.de,neutral,true,false,false,true,52
calmDarryl55@googlemail.com,neutral,true,false,false,true,50
grotesqueSandra87@comcast.net,neutral,true,false,false,true,53
calmNancy@planet.nl,neutral,true,false,false,true,51
Hannahalive@facebook.com,neutral,true,false,false,true,48
uninterestedCurtis@earthlink.net,neutral,true,false,false,true,53
nervousJamie45@earthlink.net,neutral,true,false,false,true,52
Mariecruel@chello.nl,neutral,true,false,false,true,51
Patriciabad@yahoo.com.au,neutral,true,false,false,true,53
Alanastormy@sbcglobal.net,neutral,true,false,false,true,50
Michellegrotesque@yandex.ru,neutral,true,false,false,true,51
agreeableRussell@shaw.ca,neutral,true,false,false,false,51
Mariahomely@skynet.be,neutral,true,false,false,false,51
hilariousManuel@juno.com,neutral,true,false,false,true,53
healthyAndres@shaw.ca,neutral,true,false,false,false,48
Jeffreycomfortable@tin.it,neutral,true,false,false,false,48
courageousKayla54@earthlink.net,neutral,true,false,false,true,48
strangeJames22@alice.it,neutral,true,false,false,true,53
vivaciousBrianna@chello.nl,neutral,true,false,false,true,51
deadJerry38@yahoo.com.mx,neutral,true,false,false,true,48
Tonyaperfect@msn.com,neutral,true,false,false,true,51
Kristinworrisome@yahoo.it,neutral,true,false,false,true,52
defiantKristina@planet.nl,neutral,true,false,false,true,48
Armandodistinct@bellsouth.net,neutral,true,false,false,true,52
boredJimmy23@earthlink.net,neutral,true,false,false,true,51
filthyGina98@skynet.be,neutral,true,false,false,false,52
Joelugly@yahoo.com.sg,neutral,true,false,false,true,53
eagerAlexandra@yahoo.in,neutral,true,false,false,true,50
jollyJeffery38@bellsouth.net,neutral,true,false,false,true,50
relievedManuel@att.net,neutral,true,false,false,true,50
uglyMicheal@gmx.net,neutral,true,false,false,true,50
lazyJamie@sfr.fr,neutral,true,false,false,false,50
Ashleymagnificent@yahoo.co.in,neutral,true,false,false,true,51
Angelitchy@googlemail.com,neutral,true,false,false,true,49
splendidSuzanne@sfr.fr,neutral,true,false,false,false,53
Marvinshy@arcor.de,neutral,true,false,false,true,49
Prestoneager@optusnet.com.au,neutral,true,false,false,true,49
Johnnytense@outlook.com,neutral,true,false,false,true,50
outstandingJessie@live.ca,neutral,true,false,false,true,52
Kristinakind@terra.com.br,neutral,true,false,false,true,53
annoyingCristina60@planet.nl,neutral,true,false,false,true,53
inexpensiveKristin97@yahoo.in,neutral,true,false,false,true,52
fineMaggie@ymail.com,neutral,true,false,false,true,51
dullLori@juno.com,neutral,true,false,false,true,52
deadAngelica76@web.de,neutral,true,false,false,true,52
defiantJacquelyn60@live.co.uk,neutral,true,false,false,true,48
defeatedAmy37@ntlworld.com,neutral,true,false,false,false,49
cautiousFrederick75@zonnet.nl,neutral,true,false,false,true,50
victoriousDennis42@terra.com.br,neutral,true,false,false,true,51
Austintasty@yahoo.co.uk,neutral,true,false,false,true,48
Kelseycalm@libero.it,neutral,true,false,false,true,52
excitedRicardo33@outlook.com,neutral,true,false,false,true,51
jitteryBrittney38@yahoo.com.au,neutral,true,false,false,true,50
soreAlberto@libero.it,neutral,true,false,false,true,51
Latoyaunsightly@tin.it,neutral,true,false,false,false,52
sleepyJodi31@windstream.net,neutral,true,false,false,true,51
Levifair@laposte.net,neutral,true,false,false,true,50
helpfulCorey99@home.nl,neutral,true,false,false,true,48
Amandafoolish@aliceadsl.fr,neutral,true,false,false,false,50
exuberantJaclyn84@live.fr,neutral,true,false,false,true,52
luckyTyrone@ntlworld.com,neutral,true,false,false,false,53
Brucebored@msn.com,neutral,true,false,false,true,51
Mirandaterrible@tiscali.it,neutral,true,false,false,true,51
tastyClaudia10@laposte.net,neutral,true,false,false,true,53
badKristen@skynet.be,neutral,true,false,false,false,49
Meredithdifficult@yahoo.ca,neutral,true,false,false,true,52
angryChase6@free.fr,neutral,true,false,false,true,53
Claytoncareful@yahoo.co.id,neutral,true,false,false,true,52
goodBridget40@hetnet.nl,neutral,true,false,false,true,52
worriedMeghan26@hotmail.fr,neutral,true,false,false,true,52
clumsyLindsey@msn.com,neutral,true,false,false,true,51
proudCaitlin88@optusnet.com.au,neutral,true,false,false,true,53
Sarahglorious@centurytel.net,neutral,true,false,false,true,48
Alexbewildered@yahoo.co.jp,neutral,true,false,false,true,48
Russellold-fashioned@gmail.com,neutral,true,false,false,true,49
thoughtlessChelsea84@yahoo.fr,neutral,true,false,false,true,52
thoughtfulEdward24@cox.net,neutral,true,false,false,true,49
deadAndre@mail.com,neutral,true,false,false,true,51
Dianafantastic@yahoo.ca,neutral,true,false,false,true,53
uninterestedNicholas78@qq.com,neutral,true,false,false,true,50
angryVirginia48@rediffmail.com,neutral,true,false,false,true,51
obnoxiousBrandon@voila.fr,neutral,true,false,false,false,52
angryDavid@yahoo.ca,neutral,true,false,false,true,51
obedientEddie27@alice.it,neutral,true,false,false,true,50
homelessBrianna@blueyonder.co.uk,neutral,true,false,false,false,49
Jordanhorrible@sbcglobal.net,neutral,true,false,false,true,50
jealousShaun80@rambler.ru,neutral,true,false,false,true,48
upsetBrad90@comcast.net,neutral,true,false,false,true,49
crazyJavier@ymail.com,neutral,true,false,false,true,50
cooperativeSierra55@verizon.net,neutral,true,false,false,true,52
Dianalight@bigpond.net.au,neutral,true,false,false,true,51
victoriousIsaac90@virgilio.it,neutral,true,false,false,true,53
embarrassedMonique@live.it,neutral,true,false,false,true,53
relievedWalter67@arcor.de,neutral,true,false,false,true,53
Caseystrange@telenet.be,neutral,true,false,false,false,49
alertAdrienne@yahoo.co.uk,neutral,true,false,false,true,50
wanderingJulie@hotmail.it,neutral,true,false,false,true,53
difficultRandy32@planet.nl,neutral,true,false,false,true,52
averageMary6@voila.fr,neutral,true,false,false,false,52
Tinacalm@yahoo.co.uk,neutral,true,false,false,true,51
Micahexuberant@yahoo.ca,neutral,true,false,false,true,49
luckyBrittany31@hotmail.it,neutral,true,false,false,true,48
talentedLacey@charter.net,neutral,true,false,false,true,52
terribleSabrina@gmx.net,neutral,true,false,false,true,51
preciousBrendan@ig.com.br,neutral,true,false,false,true,48
frailPamela68@mac.com,neutral,true,false,false,true,51
elegantFrancisco85@earthlink.net,neutral,true,false,false,true,48
Billyselfish@shaw.ca,neutral,true,false,false,false,50
kindBarbara@yahoo.ca,neutral,true,false,false,true,50
Meredithfragile@verizon.net,neutral,true,false,false,true,53
tenseRandi@virgilio.it,neutral,true,false,false,true,52
wide-eyedHenry2@yahoo.com.ar,neutral,true,false,false,true,50
Christyblue@gmail.com,neutral,true,false,false,true,53
grotesqueAustin74@ig.com.br,neutral,true,false,false,true,49
worriedJacob@live.com,neutral,true,false,false,true,50
wanderingMelody3@mac.com,neutral,true,false,false,true,52
defeatedJohn@hotmail.de,neutral,true,false,false,true,50
blushingJoseph71@yahoo.fr,neutral,true,false,false,true,50
Juanhorrible@yandex.ru,neutral,true,false,false,true,50
anxiousWillie@mail.ru,neutral,true,false,false,true,50
enthusiasticKathleen@telenet.be,neutral,true,false,false,false,51
famousMichael50@skynet.be,neutral,true,false,false,false,51
Trishaoutstanding@ig.com.br,neutral,true,false,false,true,48
elatedBryce@zonnet.nl,neutral,true,false,false,true,53
Reginaldbored@mac.com,neutral,true,false,false,true,51
stormyManuel71@free.fr,neutral,true,false,false,true,50
strangeLogan@mail.ru,neutral,true,false,false,true,50
concernedJoanna17@hotmail.es,neutral,true,false,false,true,50
brightDale@hotmail.com,neutral,true,false,false,true,48
annoyedShawna34@yahoo.es,neutral,true,false,false,true,50
Dominiquecalm@web.de,neutral,true,false,false,true,49
lazyErnest@outlook.com,neutral,true,false,false,true,53
poisedBrian@yahoo.com.ar,neutral,true,false,false,true,52
fragileJennifer@aol.com,neutral,true,false,false,true,49
poisedJacob@ig.com.br,neutral,true,false,false,true,49
Kelliprickly@laposte.net,neutral,true,false,false,true,53
helpfulGary66@yahoo.fr,neutral,true,false,false,true,51
Maggietame@googlemail.com,neutral,true,false,false,true,49
Tashaglorious@live.fr,neutral,true,false,false,true,52
Kellieencouraging@msn.com,neutral,true,false,false,true,49
Brendasuccessful@yahoo.in,neutral,true,false,false,true,49
Jamesdistinct@gmx.de,neutral,true,false,false,true,51
blackAlberto@yahoo.com,neutral,true,false,false,true,53
Lindseydull@windstream.net,neutral,true,false,false,true,53
tenderClaire71@me.com,neutral,true,false,false,true,50
awfulKelsey49@comcast.net,neutral,true,false,false,true,52
ugliestChristian14@bellsouth.net,neutral,true,false,false,true,49
cheerfulRonnie84@virgilio.it,neutral,true,false,false,true,49
Mariatender@hotmail.de,neutral,true,false,false,true,48
sparklingColleen@verizon.net,neutral,true,false,false,true,48
fragileArthur@aol.com,neutral,true,false,false,true,51
arrogantAutumn@facebook.com,neutral,true,false,false,true,52
evilMonica59@live.fr,neutral,true,false,false,true,51
spotlessTyler96@libero.it,neutral,true,false,false,true,48
unusualAlisha75@rocketmail.com,neutral,true,false,false,true,53
Patrickfamous@hotmail.it,neutral,true,false,false,true,49
cruelWendy80@earthlink.net,neutral,true,false,false,true,50
lovelyKara48@libero.it,neutral,true,false,false,true,50
Tracythoughtless@optonline.net,neutral,true,false,false,true,52
Zacharyhomeless@hotmail.fr,neutral,true,false,false,true,49
Melaniesleepy@windstream.net,neutral,true,false,false,true,51
crazyCarla@earthlink.net,neutral,true,false,false,true,53
jealousValerie@freenet.de,neutral,true,false,false,true,53
cloudyZachary@ntlworld.com,neutral,true,false,false,false,49
Coleelegant@ymail.com,neutral,true,false,false,true,52
Rebekahlively@tiscali.it,neutral,true,false,false,true,50
obedientCandice85@sbcglobal.net,neutral,true,false,false,true,49
Daniellight@laposte.net,neutral,true,false,false,true,52
Alexfancy@gmx.net,neutral,true,false,false,true,52
hurtTony@yahoo.it,neutral,true,false,false,true,53
uptightKristina81@sympatico.ca,neutral,true,false,false,false,49
braveBethany@hetnet.nl,neutral,true,false,false,true,50
annoyedAndrew74@alice.it,neutral,true,false,false,true,53
perfectNicole@yahoo.fr,neutral,true,false,false,true,50
repulsiveAaron@windstream.net,neutral,true,false,false,true,49
breakableMichele52@chello.nl,neutral,true,false,false,true,48
importantLaura90@verizon.net,neutral,true,false,false,true,49
franticIvan90@ig.com.br,neutral,true,false,false,true,53
Ronnieaggressive@yahoo.it,neutral,true,false,false,true,50
Jasmineenchanting@outlook.com,neutral,true,false,false,true,52
energeticJoanna84@sky.com,neutral,true,false,false,true,48
unsightlyStefanie@ymail.com,neutral,true,false,false,true,50
Coryspotless@live.it,neutral,true,false,false,true,48
Jayawful@chello.nl,neutral,true,false,false,true,50
expensiveDennis@facebook.com,neutral,true,false,false,true,53
Oscartalented@uol.com.br,neutral,true,false,false,true,48
differentKeith@hotmail.fr,neutral,true,false,false,true,51
muddyNikki@neuf.fr,neutral,true,false,false,false,49
fierceJonathon@live.nl,neutral,true,false,false,true,50
shyRicardo92@hotmail.it,neutral,true,false,false,true,49
ashamedCaitlin84@yahoo.fr,neutral,true,false,false,true,53
naughtyAutumn@mac.com,neutral,true,false,false,true,53
Victorcreepy@shaw.ca,neutral,true,false,false,false,48
strangeDaniel@alice.it,neutral,true,false,false,true,52
Johnnybeautiful@rambler.ru,neutral,true,false,false,true,48
adventurousCharlotte@qq.com,neutral,true,false,false,true,48
confusedJanet78@juno.com,neutral,true,false,false,true,52
successfulMeagan@frontiernet.net,neutral,true,false,false,true,53
franticCandace17@home.nl,neutral,true,false,false,true,49
Juandead@mail.com,neutral,true,false,false,true,51
Lukerepulsive@neuf.fr,neutral,true,false,false,false,53
crazyJordan@hotmail.com,neutral,true,false,false,true,48
Alexanderimportant@sfr.fr,neutral,true,false,false,false,50
depressedAshley57@terra.com.br,neutral,true,false,false,true,50
Jessieobedient@yahoo.es,neutral,true,false,false,true,49
Lindseybeautiful@rambler.ru,neutral,true,false,false,true,49
upsetGerald27@cox.net,neutral,true,false,false,true,49
tastyBrittany@home.nl,neutral,true,false,false,true,51
Charlesinquisitive@sbcglobal.net,neutral,true,false,false,true,51
Kathleenangry@frontiernet.net,neutral,true,false,false,true,52
Christystrange@yahoo.com.mx,neutral,true,false,false,true,52
Curtislucky@shaw.ca,neutral,true,false,false,false,53
Sierranice@ig.com.br,neutral,true,false,false,true,53
Pamelaugliest@live.com.au,neutral,true,false,false,true,48
importantScott@live.com.au,neutral,true,false,false,true,51
stormyNancy25@yahoo.fr,neutral,true,false,false,true,51
Randifair@att.net,neutral,true,false,false,true,51
oddSara16@bluewin.ch,neutral,true,false,false,false,49
frailSamantha1@sfr.fr,neutral,true,false,false,false,50
Heidithoughtless@freenet.de,neutral,true,false,false,true,50
determinedJulia47@gmail.com,neutral,true,false,false,true,51
condemnedStacey@shaw.ca,neutral,true,false,false,false,50
Louisdark@arcor.de,neutral,true,false,false,true,52
exuberantPhillip40@freenet.de,neutral,true,false,false,true,50
Codycondemned@rediffmail.com,neutral,true,false,false,true,53
combativeHilary@arcor.de,neutral,true,false,false,true,51
friendlyCaitlin@hotmail.it,neutral,true,false,false,true,52
annoyedErika@live.ca,neutral,true,false,false,true,50
modernGarrett@sympatico.ca,neutral,true,false,false,false,49
outstandingWhitney17@juno.com,neutral,true,false,false,true,48
Devoncareful@bigpond.net.au,neutral,true,false,false,true,52
funnyKristopher@gmx.net,neutral,true,false,false,true,50
Ryannervous@yahoo.com.au,neutral,true,false,false,true,48
blueDaniel@verizon.net,neutral,true,false,false,true,52
Dianeelegant@hotmail.fr,neutral,true,false,false,true,50
Caralively@sympatico.ca,neutral,true,false,false,false,53
Pamelafriendly@rocketmail.com,neutral,true,false,false,true,53
Jesusstrange@tiscali.co.uk,neutral,true,false,false,true,52
frightenedLinda@bluewin.ch,neutral,true,false,false,false,48
wearyAmber30@aliceadsl.fr,neutral,true,false,false,false,51
clumsyShaun71@live.co.uk,neutral,true,false,false,true,53
betterDerek@comcast.net,neutral,true,false,false,true,48
Heidifrail@shaw.ca,neutral,true,false,false,false,48
Jonathanrelieved@skynet.be,neutral,true,false,false,false,50
outstandingGregory@me.com,neutral,true,false,false,true,51
Jonathondead@yahoo.co.jp,neutral,true,false,false,true,49
disturbedDesiree@live.com,neutral,true,false,false,true,53
relievedDennis95@orange.fr,neutral,true,false,false,true,52
Karenhealthy@telenet.be,neutral,true,false,false,false,49
inquisitiveDavid@planet.nl,neutral,true,false,false,true,49
Katesilly@live.fr,neutral,true,false,false,true,52
dangerousRachel9@tin.it,neutral,true,false,false,false,52
Latasharich@live.com,neutral,true,false,false,true,51
cooperativeKelly35@planet.nl,neutral,true,false,false,true,50
cuteTrisha2@facebook.com,neutral,true,false,false,true,53
condemnedEvan63@sympatico.ca,neutral,true,false,false,false,50
panickyAlejandro39@yahoo.fr,neutral,true,false,false,true,51
energeticTheodore12@skynet.be,neutral,true,false,false,false,50
Wayneselfish@juno.com,neutral,true,false,false,true,51
troubledCristina69@freenet.de,neutral,true,false,false,true,49
preciousMichele34@sympatico.ca,neutral,true,false,false,false,53
fineJared2@juno.com,neutral,true,false,false,true,48
Marvinfair@arcor.de,neutral,true,false,false,true,48
annoyingMartha64@gmail.com,neutral,true,false,false,true,49
difficultChad@earthlink.net,neutral,true,false,false,true,48
nastyJoel@free.fr,neutral,true,false,false,true,52
exuberantChelsea70@yahoo.in,neutral,true,false,false,true,50
powerfulPhilip86@cox.net,neutral,true,false,false,true,53
motionlessChase86@comcast.net,neutral,true,false,false,true,48
Joylong@earthlink.net,neutral,true,false,false,true,53
Joefriendly@yahoo.co.jp,neutral,true,false,false,true,49
fantasticJoshua36@shaw.ca,neutral,true,false,false,false,48
encouragingYolanda24@verizon.net,neutral,true,false,false,true,51
smoggyAlicia29@bol.com.br,neutral,true,false,false,true,50
Randywide-eyed@yahoo.in,neutral,true,false,false,true,53
Courtneymuddy@neuf.fr,neutral,true,false,false,false,52
Candicetalented@skynet.be,neutral,true,false,false,false,48
joyousSophia70@bluewin.ch,neutral,true,false,false,false,49
charmingKelli56@home.nl,neutral,true,false,false,true,52
quaintAdam@yahoo.com.au,neutral,true,false,false,true,53
Tanyaweary@freenet.de,neutral,true,false,false,true,51
depressedJulie@hotmail.com,neutral,true,false,false,true,50
toughMaggie91@bigpond.net.au,neutral,true,false,false,true,51
Brandondelightful@gmx.net,neutral,true,false,false,true,48
Oscarhurt@orange.fr,neutral,true,false,false,true,53
Brookeenthusiastic@shaw.ca,neutral,true,false,false,false,50
averageAngel95@bigpond.net.au,neutral,true,false,false,true,50
Daniellehomely@zonnet.nl,neutral,true,false,false,true,53
uptightClayton4@gmx.net,neutral,true,false,false,true,53
Ricardodistinct@mail.ru,neutral,true,false,false,true,52
doubtfulTiffany@ntlworld.com,neutral,true,false,false,false,48
Jermainezealous@hotmail.com,neutral,true,false,false,true,52
enchantingAlexander@aliceadsl.fr,neutral,true,false,false,false,53
embarrassedMatthew4@rediffmail.com,neutral,true,false,false,true,49
sleepySeth77@ig.com.br,neutral,true,false,false,true,53
Jeromemotionless@terra.com.br,neutral,true,false,false,true,51
Rossarrogant@live.it,neutral,true,false,false,true,53
hilariousJoy18@neuf.fr,neutral,true,false,false,false,50
tenderRicardo@sympatico.ca,neutral,true,false,false,false,49
Joncolorful@blueyonder.co.uk,neutral,true,false,false,false,50
Dustinlovely@libero.it,neutral,true,false,false,true,50
Louisagreeable@freenet.de,neutral,true,false,false,true,53
Nicolesparkling@bol.com.br,neutral,true,false,false,true,49
shyMelody@sky.com,neutral,true,false,false,true,49
grumpyHeather14@club-internet.fr,neutral,true,false,false,false,52
enthusiasticTodd@planet.nl,neutral,true,false,false,true,51
anxiousDylan@live.it,neutral,true,false,false,true,51
Frankprickly@yahoo.es,neutral,true,false,false,true,51
uglyJasmine@yahoo.ca,neutral,true,false,false,true,51
enthusiasticTina71@earthlink.net,neutral,true,false,false,true,48
Ambersuccessful@yahoo.com.mx,neutral,true,false,false,true,48
obnoxiousGregory@optusnet.com.au,neutral,true,false,false,true,51
wide-eyedChase@sky.com,neutral,true,false,false,true,52
fancyLee@blueyonder.co.uk,neutral,true,false,false,false,52
adventurousSpencer67@yahoo.com.mx,neutral,true,false,false,true,51
cloudyMindy@outlook.com,neutral,true,false,false,true,49
averageMicheal85@sbcglobal.net,neutral,true,false,false,true,52
realPhilip54@comcast.net,neutral,true,false,false,true,51
relievedDarryl@earthlink.net,neutral,true,false,false,true,49
selfishRaymond57@skynet.be,neutral,true,false,false,false,52
successfulSheena@mac.com,neutral,true,false,false,true,50
gorgeousPeter20@sbcglobal.net,neutral,true,false,false,true,48
Bethanyoutrageous@yahoo.com.ar,neutral,true,false,false,true,52
richIsaac47@rediffmail.com,neutral,true,false,false,true,48
shyJacquelyn70@virgilio.it,neutral,true,false,false,true,50
shyChristopher52@optonline.net,neutral,true,false,false,true,52
unsightlyAshley@sky.com,neutral,true,false,false,true,50
combativeLisa22@verizon.net,neutral,true,false,false,true,52
mistyCrystal67@tin.it,neutral,true,false,false,false,48
gorgeousDonald16@earthlink.net,neutral,true,false,false,true,50
wanderingBarry35@zonnet.nl,neutral,true,false,false,true,52
excitedLeah59@bluewin.ch,neutral,true,false,false,false,49
Dianeenvious@yahoo.co.id,neutral,true,false,false,true,51
putridHenry@bigpond.net.au,neutral,true,false,false,true,53
Raquelfantastic@comcast.net,neutral,true,false,false,true,52
inexpensiveErik@sympatico.ca,neutral,true,false,false,false,53
wanderingErnest30@uol.com.br,neutral,true,false,false,true,48
tameAmy54@yahoo.co.id,neutral,true,false,false,true,48
dangerousAlana@optusnet.com.au,neutral,true,false,false,true,49
differentWillie@live.ca,neutral,true,false,false,true,52
unusualNina83@neuf.fr,neutral,true,false,false,false,49
enchantingAudrey@zonnet.nl,neutral,true,false,false,true,51
comfortableRachel10@mail.ru,neutral,true,false,false,true,53
shinyRoy@sbcglobal.net,neutral,true,false,false,true,51
unusualDerek71@sympatico.ca,neutral,true,false,false,false,49
Adamgood@t-online.de,neutral,true,false,false,true,52
talentedClaudia79@comcast.net,neutral,true,false,false,true,48
mushyOlivia@gmx.net,neutral,true,false,false,true,53
Phillipuninterested@zonnet.nl,neutral,true,false,false,true,50
concernedMisty58@gmx.net,neutral,true,false,false,true,50
excitedStephanie40@mail.com,neutral,true,false,false,true,53
Randiclean@sympatico.ca,neutral,true,false,false,false,51
helpfulBarbara31@freenet.de,neutral,true,false,false,true,52
cuteDevin71@skynet.be,neutral,true,false,false,false,53
breakableJoshua85@sky.com,neutral,true,false,false,true,48
Shannastrange@live.nl,neutral,true,false,false,true,49
superBlake@libero.it,neutral,true,false,false,true,53
victoriousShaun13@gmx.net,neutral,true,false,false,true,48
differentKrista38@hotmail.co.uk,neutral,true,false,false,true,52
badTaryn78@skynet.be,neutral,true,false,false,false,49
foolishSheena66@chello.nl,neutral,true,false,false,true,48
outrageousRobyn57@laposte.net,neutral,true,false,false,true,48
Marcodull@comcast.net,neutral,true,false,false,true,48
proudArthur47@tin.it,neutral,true,false,false,false,52
Karistrange@ymail.com,neutral,true,false,false,true,49
modernBethany@skynet.be,neutral,true,false,false,false,53
lazyGeorge@yahoo.com,neutral,true,false,false,true,52
kindDarrell97@hetnet.nl,neutral,true,false,false,true,53
delightfulTara@sympatico.ca,neutral,true,false,false,false,50
old-fashionedWalter@blueyonder.co.uk,neutral,true,false,false,false,49
mysteriousMarcus75@zonnet.nl,neutral,true,false,false,true,53
Kristiplain@optonline.net,neutral,true,false,false,true,50
openKendra@alice.it,neutral,true,false,false,true,48
Alexbeautiful@bluewin.ch,neutral,true,false,false,false,49
Lawrencebad@aliceadsl.fr,neutral,true,false,false,false,50
innocentDane32@yahoo.de,neutral,true,false,false,true,51
upsetLeslie@comcast.net,neutral,true,false,false,true,50
combativeOmar39@windstream.net,neutral,true,false,false,true,50
ashamedJuan@tiscali.co.uk,neutral,true,false,false,true,51
betterDevon@arcor.de,neutral,true,false,false,true,49
encouragingCharles@yahoo.com.br,neutral,true,false,false,true,50
beautifulAlan22@yahoo.de,neutral,true,false,false,true,50
nervousLogan@mac.com,neutral,true,false,false,true,51
joyousDiane@live.ca,neutral,true,false,false,true,48
Ramonwitty@yahoo.co.uk,neutral,true,false,false,true,50
sparklingRobyn@yahoo.com,neutral,true,false,false,true,50
Terrylazy@sky.com,neutral,true,false,false,true,50
worriedErika@t-online.de,neutral,true,false,false,true,51
busyEmmanuel45@ig.com.br,neutral,true,false,false,true,48
determinedLucas@msn.com,neutral,true,false,false,true,50
energeticRyan@hotmail.co.uk,neutral,true,false,false,true,48
lightNichole6@rambler.ru,neutral,true,false,false,true,53
disturbedKenneth19@ig.com.br,neutral,true,false,false,true,53
fragileKatrina95@aliceadsl.fr,neutral,true,false,false,false,51
Latoyahomeless@home.nl,neutral,true,false,false,true,51
Hannahembarrassed@tiscali.it,neutral,true,false,false,true,48
impossibleMeghan74@hotmail.co.uk,neutral,true,false,false,true,51
mysteriousDane@gmail.com,neutral,true,false,false,true,52
repulsiveAlisha62@chello.nl,neutral,true,false,false,true,50
Scottcondemned@club-internet.fr,neutral,true,false,false,false,53
Raqueltense@hotmail.co.uk,neutral,true,false,false,true,52
Michelefilthy@yahoo.com,neutral,true,false,false,true,52
blue-eyedErnest11@yahoo.com.au,neutral,true,false,false,true,51
Brettworried@zonnet.nl,neutral,true,false,false,true,52
strangeAdriana@aol.com,neutral,true,false,false,true,48
awfulKeri@ymail.com,neutral,true,false,false,true,53
Kimberlycharming@skynet.be,neutral,true,false,false,false,52
Jeremiahdisgusted@yahoo.co.jp,neutral,true,false,false,true,51
Carablue@windstream.net,neutral,true,false,false,true,52
Summeruptight@comcast.net,neutral,true,false,false,true,53
filthyRamon@yahoo.com.au,neutral,true,false,false,true,53
smilingCindy@bol.com.br,neutral,true,false,false,true,50
franticClaudia@juno.com,neutral,true,false,false,true,50
mistyJamie49@mac.com,neutral,true,false,false,true,50
superTabitha@yahoo.it,neutral,true,false,false,true,51
differentLatoya@yahoo.ca,neutral,true,false,false,true,51
Mindyproud@chello.nl,neutral,true,false,false,true,48
Julieaverage@arcor.de,neutral,true,false,false,true,53
Traviscruel@aim.com,neutral,true,false,false,true,49
joyousRodney1@hotmail.com,neutral,true,false,false,true,53
Jeromecombative@live.com,neutral,true,false,false,true,49
gleamingSamantha@skynet.be,neutral,true,false,false,false,52
Priscillaclumsy@live.nl,neutral,true,false,false,true,49
bloodyNina@freenet.de,neutral,true,false,false,true,52
enthusiasticCaitlin@live.com.au,neutral,true,false,false,true,50
Michelleclumsy@yahoo.fr,neutral,true,false,false,true,49
Gabrielmodern@qq.com,neutral,true,false,false,true,50
Philipangry@sfr.fr,neutral,true,false,false,false,53
kindAndrea@bluewin.ch,neutral,true,false,false,false,49
Stacyhomely@blueyonder.co.uk,neutral,true,false,false,false,52
pricklyFernando@laposte.net,neutral,true,false,false,true,51
richKendra@tiscali.co.uk,neutral,true,false,false,true,48
Jacquelynblushing@bellsouth.net,neutral,true,false,false,true,49
shinyDominique@windstream.net,neutral,true,false,false,true,52
